>/home/user1/code/PPIKG/method/AFTGAN/data/SYS60k.seqs.tsv
>/home/user1/code/PPIKG/method/AFTGAN/data/SYS60k.txt
4932.YDR237W	4932.YPR043W
4932.YDL130W	4932.YLR185W
4932.YIL143C	4932.YLR423C
4932.YJR002W	4932.YLR129W
4932.YDR529C	4932.YEL039C
4932.YBR182C	4932.YNL065W
4932.YHR084W	4932.YOR353C
4932.YNL180C	4932.YPL150W
4932.YKL180W	4932.YOL039W
4932.YBR093C	4932.YEL009C
4932.YER126C	4932.YJL122W
4932.YJL190C	4932.YLR367W
4932.YJL165C	4932.YOR144C
4932.YKL145W	4932.YLR210W
4932.YHL007C	4932.YLR229C
4932.YBL063W	4932.YML081W
4932.YHR203C	4932.YOR150W
4932.YGR109W-A	4932.YMR046C
4932.YGR217W	4932.YPL232W
4932.YDR183W	4932.YOR020C
4932.YJL138C	4932.YNL002C
4932.YDR381W	4932.YPL283C
4932.YHR206W	4932.YLR369W
4932.YGL076C	4932.YKL009W
4932.YGR052W	4932.YNL330C
4932.YJL056C	4932.YKR055W
4932.YDR064W	4932.YGL147C
4932.YDR500C	4932.YOR063W
4932.YGL147C	4932.YHR010W
4932.YLL039C	4932.YLR061W
4932.YGR233C	4932.YHR071W
4932.YGR238C	4932.YLR229C
4932.YCL043C	4932.YEL058W
4932.YGR056W	4932.YLL015W
4932.YBL111C	4932.YPL237W
4932.YBR160W	4932.YOR231W
4932.YDR432W	4932.YKL074C
4932.YFL029C	4932.YPL106C
4932.YBR109C	4932.YEL061C
4932.YFR038W	4932.YOR295W
4932.YBR181C	4932.YDL216C
4932.YCR072C	4932.YPR165W
4932.YLR258W	4932.YOR178C
4932.YGL210W	4932.YOR326W
4932.YBR143C	4932.YDR172W
4932.YIL069C	4932.YOL040C
4932.YCL024W	4932.YLR116W
4932.YBR182C	4932.YLR131C
4932.YFR023W	4932.YJR145C
4932.YPL150W	4932.YPL184C
4932.YML064C	4932.YML085C
4932.YGR052W	4932.YOL016C
4932.YLR410W-A	4932.YMR046C
4932.YKL116C	4932.YMR104C
4932.YBR146W	4932.YBR251W
4932.YNL217W	4932.YPL256C
4932.YOL133W	4932.YPR180W
4932.YDR026C	4932.YLR216C
4932.YBR143C	4932.YPL237W
4932.YGL092W	4932.YGL100W
4932.YJR094W-A	4932.YLR441C
4932.YDL081C	4932.YLL045C
4932.YDR183W	4932.YMR278W
4932.YGR052W	4932.YNL068C
4932.YBR254C	4932.YIL109C
4932.YER087W	4932.YNL251C
4932.YKR034W	4932.YNL021W
4932.YBR084C-A	4932.YER056C-A
4932.YBL105C	4932.YMR036C
4932.YDL048C	4932.YDR075W
4932.YJL034W	4932.YJR147W
4932.YFR014C	4932.YPR188C
4932.YDL137W	4932.YDR174W
4932.YJL013C	4932.YOL034W
4932.YML064C	4932.YPL150W
4932.YER171W	4932.YGR258C
4932.YDL137W	4932.YJL095W
4932.YIL007C	4932.YKL145W
4932.YGR109C	4932.YHR200W
4932.YBR234C	4932.YGL194C
4932.YIL062C	4932.YNL073W
4932.YLR048W	4932.YLR344W
4932.YGL227W	4932.YKL180W
4932.YIL148W	4932.YLR131C
4932.YBR276C	4932.YJR059W
4932.YBR066C	4932.YLR120C
4932.YKL145W	4932.YKR059W
4932.YGL120C	4932.YPR010C
4932.YEL022W	4932.YLR268W
4932.YKL009W	4932.YPL079W
4932.YIL036W	4932.YLR189C
4932.YER120W	4932.YNL064C
4932.YDL159W	4932.YPR022C
4932.YGR043C	4932.YOR288C
4932.YEL060C	4932.YPL259C
4932.YBR031W	4932.YDL191W
4932.YGL035C	4932.YPL213W
4932.YNL162W	4932.YPR132W
4932.YBL105C	4932.YIL002C
4932.YDL116W	4932.YFR002W
4932.YGR220C	4932.YOR133W
4932.YBR146W	4932.YOR133W
4932.YEL054C	4932.YOL121C
4932.YJR145C	4932.YPR043W
4932.YJL225C	4932.YKL145W
4932.YGL073W	4932.YHR064C
4932.YHR102W	4932.YJL128C
4932.YMR194W	4932.YMR230W
4932.YBR220C	4932.YLL015W
4932.YMR071C	4932.YPL085W
4932.YDR416W	4932.YKL173W
4932.YEL037C	4932.YHR115C
4932.YBL063W	4932.YBR109C
4932.YJL047C	4932.YKL193C
4932.YGL207W	4932.YJL006C
4932.YFR030W	4932.YPR054W
4932.YJR066W	4932.YNL307C
4932.YBR154C	4932.YGR258C
4932.YBR136W	4932.YKR090W
4932.YDR096W	4932.YML027W
4932.YLR438C-A	4932.YPR178W
4932.YDR212W	4932.YNL328C
4932.YGR052W	4932.YJL165C
4932.YNL053W	4932.YPL209C
4932.YDL092W	4932.YML073C
4932.YDR172W	4932.YHL004W
4932.YNL021W	4932.YNL068C
4932.YPL240C	4932.YPR165W
4932.YPL239W	4932.YPR120C
4932.YDR364C	4932.YLR069C
4932.YLR093C	4932.YOR327C
4932.YBR109C	4932.YMR139W
4932.YCR036W	4932.YIL172C
4932.YHR079C	4932.YOR113W
4932.YHL027W	4932.YIL074C
4932.YCR051W	4932.YNL021W
4932.YEL009C	4932.YFR038W
4932.YGR002C	4932.YOL012C
4932.YDL213C	4932.YGR109C
4932.YIR001C	4932.YPL184C
4932.YDR373W	4932.YKL126W
4932.YBR181C	4932.YNL112W
4932.YGL103W	4932.YHR021C
4932.YJL225C	4932.YNL067W
4932.YLR043C	4932.YLR229C
4932.Q0250	4932.YPR191W
4932.YBR278W	4932.YIL126W
4932.YOR065W	4932.YPR133W-A
4932.YHR079C	4932.YMR104C
4932.YHR088W	4932.YML093W
4932.YLR325C	4932.YPR166C
4932.YJL168C	4932.YLL039C
4932.YDR235W	4932.YNL027W
4932.YER087C-B	4932.YPL249C-A
4932.YNL016W	4932.YNL251C
4932.YER148W	4932.YLR182W
4932.YHR174W	4932.YLR467W
4932.YOR116C	4932.YPL038W
4932.YDR468C	4932.YLL034C
4932.YBL105C	4932.YHR076W
4932.YBR028C	4932.YDR043C
4932.YEL054C	4932.YGR118W
4932.YER074W	4932.YIL052C
4932.YBR149W	4932.YOL165C
4932.YGR043C	4932.YGR209C
4932.YBR136W	4932.YMR033W
4932.YMR309C	4932.YPL090C
4932.YJL056C	4932.YKL032C
4932.YIL078W	4932.YNR036C
4932.YBR115C	4932.YPL061W
4932.YGR085C	4932.YJL177W
4932.YKL080W	4932.YPL078C
4932.YKL032C	4932.YOR353C
4932.YBL059W	4932.YGL070C
4932.YDL102W	4932.YGR108W
4932.YAR042W	4932.YKL198C
4932.YDR041W	4932.YFL034C-A
4932.YBR245C	4932.YLR357W
4932.YGL068W	4932.YLR344W
4932.YMR229C	4932.YPR204W
4932.YBR048W	4932.YIL018W
4932.YBR082C	4932.YKL203C
4932.YMR142C	4932.YMR276W
4932.YCL024W	4932.YLR229C
4932.YBR276C	4932.YDL134C
4932.YAL005C	4932.YJL041W
4932.YBL075C	4932.YDR545W
4932.YKL017C	4932.YMR290C
4932.YDR507C	4932.YJL187C
4932.YER125W	4932.YLR097C
4932.YGR027C	4932.YNL185C
4932.YGR271W	4932.YOL005C
4932.YKL166C	4932.YOR360C
4932.YBR160W	4932.YNL068C
4932.YDR510W	4932.YJR147W
4932.YBL072C	4932.YMR194W
4932.YDL042C	4932.YPL216W
4932.YKR009C	4932.YPL231W
4932.YDL130W	4932.YGL031C
4932.YNL330C	4932.YPR186C
4932.YDL061C	4932.YOL111C
4932.YCL046W	4932.YGL115W
4932.YAL021C	4932.YOR113W
4932.YLR369W	4932.YPL150W
4932.YAL029C	4932.YPL239W
4932.YDR146C	4932.YIL035C
4932.YJL162C	4932.YOR232W
4932.YDL061C	4932.YHR141C
4932.YHR218W-A	4932.YNL175C
4932.YKL058W	4932.YPR086W
4932.YKR065C	4932.YNR017W
4932.YHR020W	4932.YOL033W
4932.YJR130C	4932.YOR285W
4932.YDR054C	4932.YKL203C
4932.YIL013C	4932.YKL107W
4932.YCR084C	4932.YPR165W
4932.YKL173W	4932.YNL112W
4932.YDR194C	4932.YPL131W
4932.YDR289C	4932.YNL113W
4932.YDR059C	4932.YOR257W
4932.YDL143W	4932.YJR065C
4932.YEL061C	4932.YER028C
4932.YHR099W	4932.YNL273W
4932.YGR129W	4932.YLL036C
4932.YDR482C	4932.YMR240C
4932.YIL131C	4932.YOL004W
4932.YDL079C	4932.YPL026C
4932.YPR101W	4932.YPR182W
4932.YDR264C	4932.YJR127C
4932.YDL140C	4932.YKL144C
4932.YAR042W	4932.YLR318W
4932.YJL081C	4932.YJR064W
4932.YKL006W	4932.YKL170W
4932.YBR119W	4932.YOL139C
4932.YER028C	4932.YMR217W
4932.YEL026W	4932.YOR151C
4932.YIL112W	4932.YNL304W
4932.YIL078W	4932.YKL180W
4932.YKL075C	4932.YNL091W
4932.YAL035W	4932.YGL123W
4932.YNR032W	4932.YPR120C
4932.YDL161W	4932.YIL002C
4932.YDL132W	4932.YPR022C
4932.YDR146C	4932.YLR034C
4932.YFR005C	4932.YPR178W
4932.YDR311W	4932.YJL140W
4932.YDL126C	4932.YIL004C
4932.YCR069W	4932.YIR006C
4932.YDL083C	4932.YMR229C
4932.YAL017W	4932.YGR155W
4932.YER028C	4932.YNR016C
4932.YGL070C	4932.YOR210W
4932.YKL002W	4932.YLR310C
4932.YBR048W	4932.YDL082W
4932.YBR081C	4932.YCR042C
4932.YER133W	4932.YHR129C
4932.YOR003W	4932.YPR093C
4932.YHR203C	4932.YNL137C
4932.YLR369W	4932.YMR203W
4932.YLR047C	4932.YMR136W
4932.YIR001C	4932.YPL169C
4932.YLR079W	4932.YPL256C
4932.YGL001C	4932.YGR060W
4932.YDR004W	4932.YPL150W
4932.YAL021C	4932.YPL151C
4932.YDR139C	4932.YJL034W
4932.YML130C	4932.YOL088C
4932.YJR007W	4932.YLR264W
4932.YDL213C	4932.YKL012W
4932.YDL192W	4932.YKL073W
4932.YDR481C	4932.YGR044C
4932.YLR182W	4932.YMR109W
4932.YIL113W	4932.YPL140C
4932.YDR359C	4932.YNL136W
4932.YBR175W	4932.YPL138C
4932.YAR019C	4932.YIL005W
4932.YPR022C	4932.YPR052C
4932.YBR189W	4932.YMR143W
4932.YIL033C	4932.YKL126W
4932.YDL102W	4932.YHR164C
4932.YER102W	4932.YNL096C
4932.YKL126W	4932.YOL065C
4932.YBL002W	4932.YLR357W
4932.YML117W	4932.YPR152C
4932.YDL043C	4932.YER103W
4932.YER111C	4932.YOL145C
4932.YBR181C	4932.YLL067C
4932.YNL113W	4932.YPR094W
4932.YLR262C	4932.YNL093W
4932.YDR451C	4932.YHR079C
4932.YGL112C	4932.YOR207C
4932.YJR148W	4932.YNR033W
4932.YOL139C	4932.YOR096W
4932.YGR133W	4932.YLR024C
4932.YEL054C	4932.YHL033C
4932.YJR066W	4932.YLR182W
4932.YHR021C	4932.YJR094W-A
4932.YER031C	4932.YJL024C
4932.YAL016W	4932.YCR065W
4932.YHR086W	4932.YHR164C
4932.YBL075C	4932.YDR457W
4932.YER165W	4932.YOR259C
4932.YDL047W	4932.YHL027W
4932.YDR054C	4932.YPL150W
4932.YHR099W	4932.YLR357W
4932.YGL215W	4932.YPR161C
4932.YDR139C	4932.YKL062W
4932.YJL165C	4932.YNL312W
4932.YDR524C	4932.YNL304W
4932.YBR048W	4932.YKR094C
4932.YDL147W	4932.YPR120C
4932.YGL078C	4932.YIR001C
4932.YCR071C	4932.YGR034W
4932.YDR385W	4932.YNL185C
4932.YBR043C	4932.YKL209C
4932.YEL026W	4932.YIR001C
4932.YBR251W	4932.YOL023W
4932.YDL055C	4932.YLR291C
4932.YGL127C	4932.YNL025C
4932.YEL030W	4932.YOR232W
4932.YIL112W	4932.YMR136W
4932.YNL290W	4932.YOR116C
4932.YJR045C	4932.YMR322C
4932.YNL287W	4932.YPR117W
4932.YHR079C	4932.YLR069C
4932.YCR005C	4932.YKL085W
4932.YDL161W	4932.YDR238C
4932.YEL037C	4932.YKL002W
4932.YCL024W	4932.YNL339C
4932.YMR276W	4932.YMR290C
4932.YKR008W	4932.YPL011C
4932.YBR154C	4932.YDR156W
4932.YEL026W	4932.YHR141C
4932.YDR432W	4932.YNL284C
4932.YDL010W	4932.YGR209C
4932.YDR099W	4932.YKL157W
4932.YCR046C	4932.YLR439W
4932.YDR227W	4932.YDR397C
4932.YGR056W	4932.YJR059W
4932.YBR069C	4932.YHR002W
4932.YLL036C	4932.YOR310C
4932.YER190W	4932.YNL002C
4932.YDL056W	4932.YHR206W
4932.YER051W	4932.YHR119W
4932.YDR096W	4932.YPL116W
4932.YER165W	4932.YGR214W
4932.YDL188C	4932.YPL064C
4932.YDL082W	4932.YDL136W
4932.YKL168C	4932.YOL128C
4932.YDR510W	4932.YGL141W
4932.YBR034C	4932.YGR068C
4932.YBR095C	4932.YGR014W
4932.YBR010W	4932.YJL074C
4932.YBR155W	4932.YMR037C
4932.YAL041W	4932.YNL090W
4932.YLR005W	4932.YPR025C
4932.YDR139C	4932.YGR148C
4932.YDR373W	4932.YKR034W
4932.YCL059C	4932.YGR214W
4932.YGL254W	4932.YOR341W
4932.YLR167W	4932.YOR396W
4932.YER165W	4932.YOL123W
4932.YDR210C-C	4932.YER159C-A
4932.YDR041W	4932.YOR204W
4932.YHR148W	4932.YOR001W
4932.YER125W	4932.YJL005W
4932.YBL038W	4932.YDR041W
4932.YNL178W	4932.YOR239W
4932.YER028C	4932.YLL015W
4932.YIL050W	4932.YPL203W
4932.YAL017W	4932.YOR332W
4932.YIL137C	4932.YLR093C
4932.YDR264C	4932.YMR106C
4932.YDR500C	4932.YLR029C
4932.YLR240W	4932.YOL162W
4932.YKL092C	4932.YPL031C
4932.YBL105C	4932.YNL027W
4932.YHR086W	4932.YKL017C
4932.YGL209W	4932.YNL068C
4932.YBR189W	4932.YJL189W
4932.YER129W	4932.YOL113W
4932.YDL025C	4932.YOR368W
4932.YKL006W	4932.YLR029C
4932.YDL202W	4932.YMR230W
4932.YLL039C	4932.YOL039W
4932.YDR079C-A	4932.YKR062W
4932.YBR028C	4932.YJL095W
4932.YBL105C	4932.YJL005W
4932.YBL072C	4932.YNL284C
4932.YCR018C	4932.YMR043W
4932.YBL092W	4932.YML073C
4932.YIL177C	4932.YOR310C
4932.YKL148C	4932.YOL071W
4932.YDL083C	4932.YJL102W
4932.YBR181C	4932.YMR230W
4932.YER107C	4932.YIL061C
4932.YEL050C	4932.YPR088C
4932.YDR372C	4932.YLR149C
4932.YLL036C	4932.YNL175C
4932.YLL039C	4932.YMR158W
4932.YDL030W	4932.YLR424W
4932.YDR174W	4932.YGR052W
4932.YKR099W	4932.YOL041C
4932.YER050C	4932.YNL339C
4932.YDL079C	4932.YJR127C
4932.YDR172W	4932.YIL061C
4932.YBL002W	4932.YDR177W
4932.YLR344W	4932.YPR043W
4932.YDR098C	4932.YNL202W
4932.YGR133W	4932.YNL068C
4932.YJR119C	4932.YKR029C
4932.YDL081C	4932.YPR166C
4932.YER120W	4932.YJL164C
4932.YLR318W	4932.YLR399C
4932.YGR052W	4932.YKL212W
4932.YBR136W	4932.YDR524C
4932.YGL103W	4932.YMR143W
4932.YIL112W	4932.YOR007C
4932.YKL140W	4932.YML059C
4932.YER157W	4932.YPR105C
4932.YCR057C	4932.YDR324C
4932.YBR044C	4932.YHR174W
4932.YDR007W	4932.YNR033W
4932.YAL017W	4932.YDR212W
4932.YBL105C	4932.YGR203W
4932.YBR155W	4932.YJR127C
4932.YDR059C	4932.YGL116W
4932.YGR003W	4932.YMR068W
4932.YLR075W	4932.YLR340W
4932.YCR031C	4932.YHR203C
4932.YAL002W	4932.YOR154W
4932.YKL198C	4932.YOL128C
4932.YIL131C	4932.YNL307C
4932.YDR096W	4932.YKR104W
4932.YDL008W	4932.YIR025W
4932.YDR447C	4932.YEL050C
4932.YER028C	4932.YHR205W
4932.YOR063W	4932.YPL183W-A
4932.YFR030W	4932.YPR003C
4932.YJL011C	4932.YPR187W
4932.YCR060W	4932.YPL256C
4932.YCR008W	4932.YKL203C
4932.YCR084C	4932.YDR146C
4932.YGR014W	4932.YNL298W
4932.YDR335W	4932.YIL131C
4932.YBR236C	4932.YPR025C
4932.YAL017W	4932.YLR467W
4932.YGR044C	4932.YIL118W
4932.YDR052C	4932.YNL183C
4932.YGL205W	4932.YJL073W
4932.YER174C	4932.YLL024C
4932.YDL048C	4932.YOR304W
4932.YDR139C	4932.YER056C-A
4932.YIL112W	4932.YOR362C
4932.YKL171W	4932.YPL021W
4932.YMR143W	4932.YMR290C
4932.YAL005C	4932.YBR044C
4932.YPL230W	4932.YPR068C
4932.YCR038C	4932.YNL027W
4932.YEL026W	4932.YOR369C
4932.YBR088C	4932.YER190W
4932.YCR051W	4932.YOR157C
4932.YER177W	4932.YKR055W
4932.YIL118W	4932.YOR370C
4932.YMR291W	4932.YOL113W
4932.YER190W	4932.YMR139W
4932.YBR087W	4932.YGL058W
4932.YHL004W	4932.YMR143W
4932.YDL130W	4932.YNL137C
4932.YKL212W	4932.YOR109W
4932.YJL047C	4932.YML078W
4932.YDL083C	4932.YER074W
4932.YBR212W	4932.YPL150W
4932.YBL084C	4932.YNL064C
4932.YAL020C	4932.YML078W
4932.YHR021C	4932.YIL052C
4932.YBR191W	4932.YNL301C
4932.YGL254W	4932.YPR054W
4932.YJR072C	4932.YLR259C
4932.YBR155W	4932.YJL013C
4932.YLR305C	4932.YPL026C
4932.YER013W	4932.YLR186W
4932.YHR030C	4932.YHR076W
4932.YDR139C	4932.YOL039W
4932.YDR191W	4932.YGR056W
4932.YDR405W	4932.YGR220C
4932.YEL037C	4932.YLR167W
4932.YDR059C	4932.YKL171W
4932.YGL206C	4932.YHL019C
4932.YCL024W	4932.YDR373W
4932.YFR005C	4932.YHR156C
4932.Q0160	4932.YLR378C
4932.YIL148W	4932.YOL120C
4932.YPL013C	4932.YPR166C
4932.YMR137C	4932.YMR224C
4932.YNL339C	4932.YPL237W
4932.YHR165C	4932.YIL021W
4932.YCR011C	4932.YKL171W
4932.YBR082C	4932.YHR030C
4932.YBR079C	4932.YKR057W
4932.YJL005W	4932.YKL022C
4932.YGR253C	4932.YJL002C
4932.YKL197C	4932.YOR075W
4932.YGL224C	4932.YJL111W
4932.YFR001W	4932.YOR272W
4932.YJR066W	4932.YPL038W
4932.YER038C	4932.YER050C
4932.YER165W	4932.YPR080W
4932.YDL061C	4932.YHL001W
4932.YBR160W	4932.YOR014W
4932.YLR061W	4932.YMR125W
4932.YJL063C	4932.YLR312W-A
4932.YBL092W	4932.YNL162W
4932.YIR011C	4932.YMR048W
4932.YBR081C	4932.YOR233W
4932.YDL070W	4932.YDL108W
4932.YNL185C	4932.YNR037C
4932.YMR128W	4932.YOR133W
4932.YDR216W	4932.YDR436W
4932.YPL165C	4932.YPR110C
4932.YDL132W	4932.YDL140C
4932.YGR192C	4932.YJR064W
4932.YER025W	4932.YMR158W
4932.YLR448W	4932.YMR242C
4932.YDR484W	4932.YNL209W
4932.YLR370C	4932.YMR139W
4932.YGL043W	4932.YLR116W
4932.YKL129C	4932.YNL180C
4932.YKL193C	4932.YML124C
4932.YER013W	4932.YOR048C
4932.YJL136C	4932.YOR096W
4932.YOL120C	4932.YPL198W
4932.YMR121C	4932.YPL249C-A
4932.YBR197C	4932.YLR423C
4932.YER041W	4932.YPR010C
4932.YGL209W	4932.YIL131C
4932.YHR082C	4932.YIL126W
4932.YFL066C	4932.YKL145W
4932.YBR136W	4932.YNL204C
4932.YFL021W	4932.YHR207C
4932.YMR116C	4932.YPL141C
4932.YGR260W	4932.YHR205W
4932.YBR195C	4932.YER107C
4932.YJR045C	4932.YOL145C
4932.YDL008W	4932.YPR066W
4932.YER028C	4932.YER031C
4932.YHR082C	4932.YHR146W
4932.YHR038W	4932.YOR133W
4932.YIL005W	4932.YPL091W
4932.YDR385W	4932.YIL018W
4932.YBR010W	4932.YGL237C
4932.YBL038W	4932.YJR094W-A
4932.YHR119W	4932.YPR010C
4932.YBL072C	4932.YDL136W
4932.YKR086W	4932.YMR290C
4932.YDR026C	4932.YLL067C
4932.YJL005W	4932.YJR064W
4932.YLR367W	4932.YPL143W
4932.YBR136W	4932.YML064C
4932.YCL024W	4932.YLR090W
4932.YDL008W	4932.YFL009W
4932.YDL029W	4932.YLR337C
4932.YER131W	4932.YML025C
4932.YKL126W	4932.YMR139W
4932.YDR517W	4932.YPR054W
4932.YBL023C	4932.YKL048C
4932.YIL177C	4932.YKL198C
4932.YHR084W	4932.YKR029C
4932.YHR203C	4932.YLR441C
4932.YFR019W	4932.YPL258C
4932.YMR139W	4932.YOL041C
4932.YCL031C	4932.YHR069C
4932.YLR075W	4932.YML009C
4932.YOR101W	4932.YPR029C
4932.YBL088C	4932.YNL312W
4932.YNL102W	4932.YOL094C
4932.YDL209C	4932.YDR385W
4932.YCL011C	4932.YDR381W
4932.YNL330C	4932.YOR244W
4932.YBR125C	4932.YPL213W
4932.YML098W	4932.YML114C
4932.YEL061C	4932.YGR218W
4932.YCR065W	4932.YGR052W
4932.YGR034W	4932.YML025C
4932.YHR186C	4932.YPR165W
4932.YIL074C	4932.YPR013C
4932.YLR375W	4932.YOR061W
4932.YDL155W	4932.YOR113W
4932.YNL217W	4932.YOL034W
4932.YGR167W	4932.YLR229C
4932.YFR030W	4932.YPL141C
4932.YHL015W	4932.YKR057W
4932.YNL128W	4932.YPR104C
4932.YDL084W	4932.YKL073W
4932.YKL139W	4932.YNL025C
4932.YDR466W	4932.YMR139W
4932.YER040W	4932.YHR119W
4932.YDR238C	4932.YKL073W
4932.YCR079W	4932.YHR079C
4932.YJR005W	4932.YKL171W
4932.YGR052W	4932.YPR200C
4932.YBR066C	4932.YKL032C
4932.YDR075W	4932.YPR040W
4932.YMR080C	4932.YNL069C
4932.YER176W	4932.YJR035W
4932.YBR211C	4932.YMR117C
4932.YLR061W	4932.YPL131W
4932.YGR044C	4932.YJL112W
4932.YML073C	4932.YPL131W
4932.YER131W	4932.YNR037C
4932.YBR160W	4932.YOR358W
4932.YDR247W	4932.YFR015C
4932.YJR113C	4932.YKL194C
4932.YOR063W	4932.YPR043W
4932.YIL148W	4932.YPL198W
4932.YBL038W	4932.YER126C
4932.YGL038C	4932.YIL102C-A
4932.YDL134C	4932.YIL112W
4932.YEL037C	4932.YML024W
4932.YFR028C	4932.YLR182W
4932.YCR031C	4932.YNL185C
4932.YFR038W	4932.YOR156C
4932.YHR084W	4932.YOL128C
4932.YBR234C	4932.YJR065C
4932.YDR002W	4932.YIL149C
4932.YGR252W	4932.YKL126W
4932.YKL101W	4932.YPL150W
4932.YMR104C	4932.YPL090C
4932.YDR481C	4932.YER028C
4932.YPL021W	4932.YPR013C
4932.YBR088C	4932.YDL048C
4932.YHL033C	4932.YHR089C
4932.YDL064W	4932.YOR144C
4932.YDL025C	4932.YPL026C
4932.YDR069C	4932.YJL110C
4932.YDR480W	4932.YNL279W
4932.YMR230W	4932.YPL220W
4932.YDR096W	4932.YFR016C
4932.YER111C	4932.YKL203C
4932.YHR218W-A	4932.YKR086W
4932.YDR507C	4932.YPL239W
4932.YBR010W	4932.YPL239W
4932.YDL045C	4932.YOL064C
4932.YBR164C	4932.YFR028C
4932.YAL021C	4932.YBL105C
4932.YLR013W	4932.YPL216W
4932.YGL194C	4932.YJR009C
4932.YEL026W	4932.YGL135W
4932.YDL111C	4932.YOR048C
4932.YMR001C	4932.YMR068W
4932.YDL092W	4932.YNL162W
4932.YKL170W	4932.YKL180W
4932.YBR009C	4932.YOL034W
4932.YGL210W	4932.YLR342W
4932.YBR082C	4932.YPR104C
4932.YBL050W	4932.YOL018C
4932.YGL166W	4932.YHR053C
4932.YER125W	4932.YJR090C
4932.YOR063W	4932.YOR167C
4932.YHR216W	4932.YOL136C
4932.YHR039C-A	4932.YPL234C
4932.YGR052W	4932.YNL077W
4932.YFR004W	4932.YGL043W
4932.YDL132W	4932.YEL056W
4932.YBR155W	4932.YER028C
4932.YGR192C	4932.YPL058C
4932.YBL088C	4932.YDL056W
4932.YBL064C	4932.YCR083W
4932.YBR169C	4932.YHR218W-A
4932.YGR281W	4932.YKL209C
4932.YJR068W	4932.YOR207C
