>/home/user1/code/PPIKG/method/AFTGAN/data/SYS60k.seqs.tsv
>/home/user1/code/PPIKG/method/AFTGAN/data/SYS60k.txt
4932.YFR030W	4932.YHL027W
4932.YAL040C	4932.YJL030W
4932.YGR040W	4932.YKL062W
4932.YDR174W	4932.YEL056W
4932.YDR146C	4932.YKR090W
4932.YLR276C	4932.YMR049C
4932.YDL155W	4932.YFL037W
4932.YNL098C	4932.YOL128C
4932.YER174C	4932.YGR152C
4932.YBR119W	4932.YPL283C
4932.YBR136W	4932.YER179W
4932.YDR212W	4932.YHR064C
4932.YKL018W	4932.YNL317W
4932.YER040W	4932.YNL330C
4932.YFL021W	4932.YJR066W
4932.YHR200W	4932.YLR182W
4932.YCR008W	4932.YMR048W
4932.YOR319W	4932.YPL151C
4932.YER126C	4932.YMR142C
4932.YIL118W	4932.YLR369W
4932.YFL034C-A	4932.YGR162W
4932.YBR289W	4932.YLR399C
4932.YCR088W	4932.YHR082C
4932.YBR031W	4932.YHR141C
4932.YDR264C	4932.YLR442C
4932.YOL105C	4932.YOR008C
4932.YGR186W	4932.YIL021W
4932.YBR283C	4932.YHR147C
4932.YKL173W	4932.YNL147W
4932.YDL134C	4932.YGR161C
4932.YDL202W	4932.YJL190C
4932.YFR030W	4932.YPL252C
4932.YBL026W	4932.YKR086W
4932.YGR233C	4932.YIL036W
4932.YBR081C	4932.YGL066W
4932.YEL050C	4932.YHR010W
4932.YBL052C	4932.YLR357W
4932.YBR274W	4932.YKL113C
4932.YBR175W	4932.YGR274C
4932.YNL069C	4932.YPL178W
4932.YHR203C	4932.YOR369C
4932.YKL113C	4932.YLR234W
4932.YBR084C-A	4932.YKR081C
4932.YAL029C	4932.YIL118W
4932.YNL096C	4932.YOL039W
4932.YDR145W	4932.YOL005C
4932.YBL075C	4932.YOL128C
4932.YER133W	4932.YML074C
4932.YDR394W	4932.YFL066C
4932.YGR214W	4932.YJL138C
4932.YER133W	4932.YLR375W
4932.YBR055C	4932.YDR482C
4932.YHR128W	4932.YPL239W
4932.YAR002C-A	4932.YNL287W
4932.YJL203W	4932.YML049C
4932.YDL197C	4932.YMR128W
4932.YHR023W	4932.YOR101W
4932.YLL067C	4932.YLR116W
4932.YLR275W	4932.YOR133W
4932.YBR136W	4932.YNL267W
4932.YFR015C	4932.YIL113W
4932.YIL069C	4932.YOL039W
4932.YNL002C	4932.YPR204W
4932.YDR172W	4932.YGR211W
4932.YGL079W	4932.YKL061W
4932.YEL061C	4932.YMR182C
4932.YHR135C	4932.YIL131C
4932.YDL079C	4932.YKR090W
4932.YDL105W	4932.YLR007W
4932.YDR146C	4932.YLR180W
4932.YML078W	4932.YNL290W
4932.YJR123W	4932.YMR309C
4932.YGR148C	4932.YHR021C
4932.YFR037C	4932.YMR033W
4932.YDL043C	4932.YJR045C
4932.YER053C	4932.YJR077C
4932.YDR264C	4932.YOR144C
4932.YBR149W	4932.YMR169C
4932.YBR146W	4932.YLR287C-A
4932.YHR148W	4932.YIL069C
4932.YGL059W	4932.YGR193C
4932.YDR422C	4932.YMR207C
4932.YHR030C	4932.YPR161C
4932.YLR035C	4932.YMR201C
4932.YDR210W-A	4932.YML045W-A
4932.YEL037C	4932.YPL079W
4932.YBL105C	4932.YHR216W
4932.YAL017W	4932.YJL138C
4932.YGL122C	4932.YJL179W
4932.YBR283C	4932.YNL067W
4932.YBR283C	4932.YPL131W
4932.YCL024W	4932.YLR113W
4932.YJR066W	4932.YPR013C
4932.YER102W	4932.YKR084C
4932.YHL027W	4932.YHR030C
4932.YLR229C	4932.YLR268W
4932.YLR264W	4932.YMR194W
4932.YKL171W	4932.YML117W
4932.YCL043C	4932.YGR088W
4932.YDL190C	4932.YGR003W
4932.YBR048W	4932.YKL009W
4932.YHR030C	4932.YOR381W
4932.YNL182C	4932.YOL087C
4932.YJR059W	4932.YOR016C
4932.YGR005C	4932.YPL178W
4932.YDL208W	4932.YMR194W
4932.YDR447C	4932.YGR148C
4932.YDR385W	4932.YJL190C
4932.YDR510W	4932.YJL056C
4932.YDR448W	4932.YKL062W
4932.YEL030W	4932.YLL066C
4932.YBR160W	4932.YOR339C
4932.YDL031W	4932.YPL198W
4932.YHL004W	4932.YPL283C
4932.YLR264W	4932.YMR143W
4932.YDR153C	4932.YOR109W
4932.YGL128C	4932.YLR369W
4932.YLR096W	4932.YPR054W
4932.YGR233C	4932.YNL027W
4932.YDL209C	4932.YLR147C
4932.YLL024C	4932.YPR004C
4932.YBR181C	4932.YPR025C
4932.YBR136W	4932.YJL090C
4932.YDR054C	4932.YER173W
4932.YMR136W	4932.YPL116W
4932.YEL032W	4932.YJR066W
4932.YDR139C	4932.YNL177C
4932.YDL140C	4932.YGL070C
4932.YNL098C	4932.YOR384W
4932.YER048C	4932.YMR186W
4932.YDL127W	4932.YGL215W
4932.YDL159W	4932.YOR231W
4932.YIL018W	4932.YLR287C-A
4932.YBL072C	4932.YHL004W
4932.YDR064W	4932.YJR145C
4932.YER179W	4932.YHR079C
4932.YJR007W	4932.YPR166C
4932.YGL207W	4932.YPL122C
4932.YGL030W	4932.YLR287C-A
4932.YJL041W	4932.YKR059W
4932.YKL170W	4932.YMR230W
4932.YER154W	4932.YKL073W
4932.YBR208C	4932.YDR253C
4932.YNL090W	4932.YOR373W
4932.YHR203C	4932.YIL052C
4932.YBL023C	4932.YLR033W
4932.YMR124W	4932.YNL307C
4932.YBL100W-A	4932.YOR343W-A
4932.YIL019W	4932.YMR093W
4932.YJL110C	4932.YJL168C
4932.YIR009W	4932.YOR373W
4932.YDR264C	4932.YMR224C
4932.YEL030W	4932.YKR055W
4932.YDR177W	4932.YGL003C
4932.YLR441C	4932.YMR309C
4932.YKR084C	4932.YMR121C
4932.YER088C	4932.YNL091W
4932.YGR155W	4932.YPR120C
4932.YBR196C	4932.YJL062W-A
4932.YGR152C	4932.YMR055C
4932.YDR059C	4932.YMR037C
4932.YJR063W	4932.YOR151C
4932.YGL242C	4932.YPL116W
4932.YGR108W	4932.YNL317W
4932.YDL079C	4932.YLR131C
4932.YFR028C	4932.YPR111W
4932.YIL113W	4932.YMR139W
4932.YLR357W	4932.YMR223W
4932.YCR011C	4932.YLL015W
4932.YDL083C	4932.YDR172W
4932.YML010W	4932.YNL025C
4932.YGR003W	4932.YNL182C
4932.YLR310C	4932.YPR013C
4932.YOR233W	4932.YPR104C
4932.YAR042W	4932.YDR092W
4932.YBL038W	4932.YMR080C
4932.YHL019C	4932.YJR125C
4932.YDR216W	4932.YGL205W
4932.YGL179C	4932.YOL016C
4932.YKR094C	4932.YNL250W
4932.YJR082C	4932.YLR399C
4932.YAL019W	4932.YML081W
4932.YDL202W	4932.YHR147C
4932.YGR040W	4932.YML117W
4932.YIL022W	4932.YJL143W
4932.YCL059C	4932.YDR450W
4932.YCL024W	4932.YOR347C
4932.YAL017W	4932.YER123W
4932.YDR012W	4932.YGL123W
4932.YKL189W	4932.YOR233W
4932.YOR073W	4932.YOR195W
4932.YJL047C	4932.YJL168C
4932.YBL056W	4932.YMR029C
4932.YNL077W	4932.YPL141C
4932.YKL198C	4932.YMR136W
4932.YDR146C	4932.YMR043W
4932.YGL030W	4932.YMR080C
4932.YHL033C	4932.YNL178W
4932.YBL105C	4932.YKL190W
4932.YBR055C	4932.YDR194C
4932.YCR093W	4932.YFL028C
4932.YDR523C	4932.YFL034C-B
4932.YOL090W	4932.YPL055C
4932.YLL045C	4932.YPR110C
4932.YBL021C	4932.YCR051W
4932.YBR093C	4932.YDL106C
4932.YDR409W	4932.YGR252W
4932.YKR099W	4932.YNR032W
4932.YHR005C	4932.YKL193C
4932.YDR225W	4932.YHR119W
4932.YNL069C	4932.YNL163C
4932.YIL043C	4932.YML125C
4932.YGR040W	4932.YPL242C
4932.YER178W	4932.YJL005W
4932.YMR194W	4932.YPR132W
4932.YDL213C	4932.YJL203W
4932.YDL202W	4932.YJR123W
4932.YOR373W	4932.YOR384W
4932.YDR145W	4932.YPR056W
4932.YER173W	4932.YJR006W
4932.YBL105C	4932.YNL167C
4932.YEL050C	4932.YMR188C
4932.YER031C	4932.YKL073W
4932.YGL251C	4932.YOR151C
4932.YDR510W	4932.YNL088W
4932.YPL022W	4932.YPL122C
4932.YOR101W	4932.YOR208W
4932.YER111C	4932.YHR079C
4932.YGR296W	4932.YKL198C
4932.YMR146C	4932.YOL040C
4932.YAL020C	4932.YEL077C
4932.YDR406W	4932.YNL011C
4932.YDR219C	4932.YLR097C
4932.YBR087W	4932.YBR170C
4932.YJL187C	4932.YPR120C
4932.YJR016C	4932.YLR055C
4932.YFL016C	4932.YJR045C
4932.YOL111C	4932.YOL145C
4932.YDR164C	4932.YNL041C
4932.YPL216W	4932.YPR119W
4932.YGL190C	4932.YOR353C
4932.YLR207W	4932.YOL013C
4932.YFR052W	4932.YIL112W
4932.YDR385W	4932.YKL073W
4932.YIL069C	4932.YOR150W
4932.YDR155C	4932.YPL165C
4932.YDR139C	4932.YKL073W
4932.YER117W	4932.YIL133C
4932.YFL016C	4932.YHR082C
4932.YKR008W	4932.YOR295W
4932.YDL029W	4932.YDR253C
4932.YNL182C	4932.YOR295W
4932.YBL105C	4932.YDR059C
4932.YIL131C	4932.YNR012W
4932.YDR247W	4932.YNL098C
4932.YCR027C	4932.YER045C
4932.YHR206W	4932.YLL024C
4932.YDR332W	4932.YPL008W
4932.YLR147C	4932.YLR275W
4932.YOR133W	4932.YPR166C
4932.YBR048W	4932.YJR007W
4932.YAL017W	4932.YNL021W
4932.YDR064W	4932.YDR429C
4932.YGR198W	4932.YML074C
4932.YDR172W	4932.YDR320C
4932.YIL002C	4932.YPL141C
4932.YER074W	4932.YOL127W
4932.YDL188C	4932.YOR257W
4932.YMR276W	4932.YPR093C
4932.YBR284W	4932.YNL064C
4932.YDR054C	4932.YIL001W
4932.YDR335W	4932.YPL031C
4932.YOR150W	4932.YOR312C
4932.YDL048C	4932.YKR055W
4932.YGR296W	4932.YNL307C
4932.YGL135W	4932.YPL249C-A
4932.YGL122C	4932.YLR150W
4932.YKL112W	4932.YMR201C
4932.YNL045W	4932.YOR133W
4932.Q0105	4932.YFR033C
4932.YBR118W	4932.YHR015W
4932.YDL006W	4932.YER178W
4932.YIL120W	4932.YLR357W
4932.YFL029C	4932.YNL307C
4932.YBL084C	4932.YLR167W
4932.YDR404C	4932.YLR005W
4932.YCR051W	4932.YKR090W
4932.YBR073W	4932.YJL047C
4932.YDR237W	4932.YNL284C
4932.YGL251C	4932.YGR074W
4932.YFL029C	4932.YMR146C
4932.YEL020C	4932.YGR234W
4932.YGL209W	4932.YKL092C
4932.YOR373W	4932.YPL046C
4932.YHL001W	4932.YOR063W
4932.YDR473C	4932.YNL163C
4932.YER020W	4932.YNL090W
4932.YGR278W	4932.YOR151C
4932.YAR042W	4932.YBR160W
4932.YIL021W	4932.YMR240C
4932.YMR183C	4932.YOL163W
4932.YGR034W	4932.YPR166C
4932.YML024W	4932.YOR076C
4932.YCL035C	4932.YDR353W
4932.YNL317W	4932.YOR249C
4932.YDL048C	4932.YNL304W
4932.YER165W	4932.YIL052C
4932.YKL193C	4932.YLR298C
4932.YPL141C	4932.YPR034W
4932.YDR172W	4932.YLR406C
4932.YBL007C	4932.YCL034W
4932.YGL086W	4932.YKR082W
4932.Q0110	4932.YEL024W
4932.YLR009W	4932.YLR264W
4932.YDL230W	4932.YLR229C
4932.YDR041W	4932.YMR276W
4932.YJL189W	4932.YMR125W
4932.YJL132W	4932.YKR090W
4932.YDL079C	4932.YGL209W
4932.YBR143C	4932.YLR029C
4932.YDR096W	4932.YGR152C
4932.YDR146C	4932.YKR099W
4932.YDR086C	4932.YLR378C
4932.YER102W	4932.YIL018W
4932.YBR136W	4932.YJL081C
4932.YGR034W	4932.YJL033W
4932.YBR079C	4932.YMR143W
4932.YDR247W	4932.YMR161W
4932.YBR088C	4932.YKL210W
4932.YCR071C	4932.YER050C
4932.YGR203W	4932.YPR104C
4932.YER122C	4932.YOR036W
4932.YAR002C-A	4932.YLR026C
4932.YJR032W	4932.YOR159C
4932.YGR296W	4932.YLR369W
4932.YGR118W	4932.YML026C
4932.YLL051C	4932.YPR054W
4932.YBR031W	4932.YLR185W
4932.YGL055W	4932.YKL020C
4932.YER176W	4932.YNL102W
4932.YBL032W	4932.YML078W
4932.YKL009W	4932.YOL142W
4932.YPL110C	4932.YPR186C
4932.YDL061C	4932.YGL135W
4932.YKR094C	4932.YOL127W
4932.YCL032W	4932.YNL098C
4932.YOL127W	4932.YOR167C
4932.YBR169C	4932.YLL008W
4932.YLR264W	4932.YNL069C
4932.YML125C	4932.YOR375C
4932.YDR404C	4932.YJL168C
4932.YBR049C	4932.YJL203W
4932.YBL016W	4932.YDR155C
4932.YGL019W	4932.YMR128W
4932.YER176W	4932.YGR258C
4932.YBR009C	4932.YDL042C
4932.YAL035W	4932.YNL284C
4932.YBR160W	4932.YIL050W
4932.YHR048W	4932.YIL126W
4932.YFL039C	4932.YMR043W
4932.YNL312W	4932.YPR162C
4932.YBL111C	4932.YER013W
4932.YKR034W	4932.YPL230W
4932.YML027W	4932.YOL128C
4932.YCR042C	4932.YPR187W
4932.YGL210W	4932.YHR216W
4932.YGL189C	4932.YML073C
4932.YLL039C	4932.YNL163C
4932.YGL137W	4932.YNL281W
4932.YDR139C	4932.YIL018W
4932.YDR225W	4932.YLR115W
4932.YMR104C	4932.YNL090W
4932.YLR259C	4932.YOR356W
4932.YBR028C	4932.YDR059C
4932.YHR141C	4932.YPL198W
4932.YBR044C	4932.YEL030W
4932.YLR441C	4932.YPR102C
4932.YBR241C	4932.YGR252W
4932.YBR066C	4932.YMR236W
4932.YJR059W	4932.YKL190W
4932.YBR111C	4932.YGL078C
4932.YGR027C	4932.YKR094C
4932.YJL005W	4932.YKL078W
4932.YOR133W	4932.YPR178W
4932.YMR037C	4932.YMR136W
4932.YLL045C	4932.YOR361C
4932.YGL195W	4932.YPR033C
4932.YGR231C	4932.YLR369W
4932.YKL180W	4932.YMR080C
4932.YKR081C	4932.YLR197W
4932.YGL141W	4932.YOR233W
4932.YDL229W	4932.YER190W
4932.YGR158C	4932.YHR148W
4932.YDR472W	4932.YOR115C
4932.YBR084C-A	4932.YML063W
4932.YFL003C	4932.YMR190C
4932.YKR094C	4932.YML025C
4932.YDR418W	4932.YML063W
4932.YJR006W	4932.YPR175W
4932.YKL194C	4932.YNL252C
4932.YDR500C	4932.YJR094W-A
4932.YKR084C	4932.YPR102C
4932.YBL092W	4932.YER056C-A
4932.YMR167W	4932.YPL008W
4932.YBR123C	4932.YBR154C
4932.YLR438C-A	4932.YMR268C
4932.YJL138C	4932.YKL145W
4932.YJL005W	4932.YLR077W
4932.YBR136W	4932.YGR233C
4932.YGL252C	4932.YLR291C
4932.YIL126W	4932.YML081W
4932.YLR325C	4932.YNR037C
4932.YGL103W	4932.YLL039C
4932.YDL079C	4932.YFR028C
4932.YBL016W	4932.YJR032W
4932.YDL136W	4932.YMR124W
4932.YDR217C	4932.YJL165C
4932.YFL039C	4932.YGR052W
4932.YPL081W	4932.YPR080W
4932.YJR036C	4932.YOR373W
4932.YGL207W	4932.YGL244W
4932.YEL009C	4932.YLR189C
4932.YCR027C	4932.YER103W
4932.YHR218W-A	4932.YPL106C
4932.YDL075W	4932.YOR182C
4932.YNL012W	4932.YNL307C
4932.YLR090W	4932.YNL209W
4932.YBL075C	4932.YER073W
4932.YAL005C	4932.YKR001C
4932.YBL112C	4932.YEL055C
4932.YIL118W	4932.YKR031C
4932.YEL030W	4932.YMR290C
4932.YAL024C	4932.YPR165W
4932.YDL192W	4932.YJL201W
4932.YAL040C	4932.YOR353C
4932.YDR059C	4932.YKR029C
4932.YMR139W	4932.YNR012W
4932.YER045C	4932.YER111C
4932.YGL115W	4932.YJR137C
4932.YBR087W	4932.YBR154C
4932.YBR181C	4932.YPL220W
4932.YJR063W	4932.YPR010C
4932.YFL024C	4932.YJL081C
4932.YDR115W	4932.YIL078W
4932.YGL123W	4932.YLR197W
4932.YDR002W	4932.YLR045C
4932.YLR212C	4932.YPL204W
4932.YML009C	4932.YNL177C
4932.YAL040C	4932.YGL134W
4932.YAR019C	4932.YLR043C
4932.YDR135C	4932.YDR216W
4932.YBR088C	4932.YMR037C
4932.YDL137W	4932.YMR104C
4932.YFR023W	4932.YOR361C
4932.YER165W	4932.YLR467W
4932.YDL111C	4932.YLR409C
4932.YMR284W	4932.YOR005C
4932.YML081W	4932.YPR048W
4932.YFL005W	4932.YLR045C
4932.YMR242C	4932.YNL081C
4932.YBR088C	4932.YPR066W
4932.YBR049C	4932.YOR233W
4932.YBR169C	4932.YPR187W
4932.YHR061C	4932.YNL298W
4932.YML063W	4932.YOR293W
4932.YAL021C	4932.YKL203C
4932.YGR170W	4932.YNL030W
4932.YDL192W	4932.YER174C
4932.YGL066W	4932.YNL031C
4932.YGR123C	4932.YPL064C
4932.YBR081C	4932.YGL163C
4932.YBL105C	4932.YER130C
4932.YDR200C	4932.YPL239W
4932.YBR112C	4932.YGL240W
4932.YBR160W	4932.YGR056W
4932.YLR116W	4932.YPL026C
4932.YDL209C	4932.YER107C
4932.YBR056W	4932.YLR213C
4932.YDL126C	4932.YLR377C
4932.YDR212W	4932.YPL141C
4932.YGR155W	4932.YNL307C
4932.YJL081C	4932.YJR109C
4932.YDR216W	4932.YJL112W
4932.YBR079C	4932.YNL002C
4932.YBR154C	4932.YDL070W
4932.YAL048C	4932.YIL002C
4932.YMR230W	4932.YNL069C
4932.YBR164C	4932.YDL229W
4932.YLR045C	4932.YPL209C
4932.YIL052C	4932.YNL301C
4932.YDR025W	4932.YOL120C
4932.YCR065W	4932.YKL198C
4932.YLR425W	4932.YPR165W
4932.YHR147C	4932.YLR367W
4932.YBL033C	4932.YDR487C
4932.YBR044C	4932.YML059C
4932.YAR003W	4932.YBR198C
4932.YIL120W	4932.YLR093C
4932.YDR026C	4932.YOR113W
4932.YMR199W	4932.YPL203W
4932.YLR277C	4932.YOR005C
4932.YDR247W	4932.YLL066C
4932.YFL034C-A	4932.YLR048W
4932.YPR019W	4932.YPR118W
4932.YHR082C	4932.YPL240C
4932.YLR070C	4932.YLR259C
4932.YLR212C	4932.YML064C
4932.YDR322W	4932.YOL114C
4932.YIL046W	4932.YJL112W
4932.YDR118W	4932.YNL172W
4932.YER176W	4932.YOL094C
4932.YJR040W	4932.YLR432W
4932.YOL005C	4932.YPL178W
4932.YDR224C	4932.YOR194C
4932.YGL209W	4932.YNL307C
4932.YNL053W	4932.YPL280W
4932.YCR083W	4932.YJR064W
4932.YBR154C	4932.YOR319W
4932.YFL034C-A	4932.YJL190C
4932.YGR156W	4932.YHL033C
4932.YDR334W	4932.YKR008W
4932.YJL095W	4932.YJL128C
4932.YIL148W	4932.YPL131W
4932.YHR164C	4932.YNL339C
4932.YGR040W	4932.YGR152C
4932.YAL016W	4932.YLR238W
4932.YCL024W	4932.YER123W
4932.YDR337W	4932.YGL103W
4932.YDR054C	4932.YOR090C
4932.YER179W	4932.YGL058W
4932.YIL131C	4932.YMR213W
4932.YEL026W	4932.YER074W
4932.YDR026C	4932.YPR015C
4932.YJL189W	4932.YNL162W
4932.YDL155W	4932.YPL127C
4932.YDL130W	4932.YNL178W
4932.YLL039C	4932.YPR013C
4932.YGL128C	4932.YJR064W
4932.YJR059W	4932.YPR022C
4932.YDR261C-C	4932.YOR142W-A
4932.YER125W	4932.YMR068W
4932.YLR357W	4932.YPR156C
4932.YGR214W	4932.YOR312C
4932.YBR009C	4932.YNL132W
4932.YDR253C	4932.YNL098C
4932.YDL079C	4932.YPR200C
4932.YER056C-A	4932.YIL018W
4932.YFL038C	4932.YLR229C
4932.YHR148W	4932.YJR094W-A
4932.YFR023W	4932.YGR054W
4932.YAL021C	4932.YGR109C
4932.YHR015W	4932.YLR029C
4932.YEL054C	4932.YKL003C
4932.YKL171W	4932.YNL077W
4932.YBL075C	4932.YDR099W
4932.YDL081C	4932.YHR141C
4932.YHR148W	4932.YKL170W
4932.YDR099W	4932.YLL028W
4932.YOR267C	4932.YPL026C
4932.YDR098C	4932.YGR152C
4932.YFR031C-A	4932.YOR312C
4932.YGL242C	4932.YOR101W
4932.YKR001C	4932.YOR109W
4932.YDR377W	4932.YGR020C
4932.YGL123W	4932.YGR118W
4932.YBL016W	4932.YPR200C
4932.YBL063W	4932.YGR284C
4932.YDR418W	4932.YMR286W
4932.YDR238C	4932.YIL095W
4932.YGL210W	4932.YML059C
4932.YDR092W	4932.YMR037C
4932.YOL062C	4932.YPR165W
4932.YAL020C	4932.YKL193C
4932.YAL021C	4932.YOR212W
4932.YDR507C	4932.YER027C
4932.YAR007C	4932.YDL064W
4932.YGR052W	4932.YKL032C
4932.YER177W	4932.YHR129C
4932.YLR362W	4932.YOR373W
4932.YDR211W	4932.YKR026C
4932.YLR440C	4932.YOR075W
4932.YHL033C	4932.YPL081W
4932.YHR170W	4932.YLR074C
4932.YNL252C	4932.YPR166C
4932.YGR214W	4932.YPR132W
4932.YIL133C	4932.YOR133W
4932.YER018C	4932.YKR037C
4932.YEL058W	4932.YLR043C
4932.YAL017W	4932.YLR229C
4932.YGL242C	4932.YIL113W
4932.YGL135W	4932.YOL111C
4932.YBR201W	4932.YOL013C
4932.YDL102W	4932.YNL102W
4932.YML117W	4932.YNL068C
4932.YBL023C	4932.YBR136W
4932.YER045C	4932.YGL194C
4932.YAL040C	4932.YIL126W
4932.YBR245C	4932.YPL031C
4932.YDR002W	4932.YGR133W
4932.YBR160W	4932.YJL006C
4932.YNL185C	4932.YNR036C
4932.YGL206C	4932.YOR094W
4932.YBR010W	4932.YMR199W
4932.YMR076C	4932.YPR007C
4932.YJL143W	4932.YLR163C
4932.YEL009C	4932.YIL138C
4932.YDL048C	4932.YHR005C
4932.YDL047W	4932.YDL134C
4932.YDR131C	4932.YLR352W
4932.YGR085C	4932.YNL284C
4932.YNL110C	4932.YPR016C
4932.YER081W	4932.YLR375W
4932.YDR489W	4932.YML069W
4932.YDR158W	4932.YGL245W
4932.YLR005W	4932.YMR201C
4932.YBL087C	4932.YBR048W
4932.YIL118W	4932.YOR373W
4932.YBR082C	4932.YIL001W
4932.YKL196C	4932.YOL111C
4932.YDL214C	4932.YDR004W
4932.YGL030W	4932.YGR220C
4932.YOR353C	4932.YPR034W
4932.YAL005C	4932.YOL128C
4932.YFL054C	4932.YIL068C
4932.YEL056W	4932.YIL007C
4932.YER087C-B	4932.YLR325C
4932.YHR015W	4932.YIR001C
4932.YGL123W	4932.YOR167C
4932.YMR286W	4932.YOR234C
4932.YMR318C	4932.YPR180W
4932.YBR114W	4932.YDR078C
4932.YJR036C	4932.YKL171W
4932.YDR286C	4932.YMR323W
4932.YEL050C	4932.YLR333C
4932.YCR042C	4932.YPL122C
4932.YDR427W	4932.YPR019W
4932.YML121W	4932.YMR139W
4932.YAL029C	4932.YJL164C
4932.YDL047W	4932.YOR267C
4932.YGR052W	4932.YIL045W
4932.YNL102W	4932.YNL290W
4932.YAR007C	4932.YER164W
4932.YDL056W	4932.YFL029C
4932.YLR097C	4932.YOL133W
4932.YCR031C	4932.YDR418W
4932.YER013W	4932.YGL216W
4932.YKL078W	4932.YNL163C
4932.YIL121W	4932.YKL209C
4932.YIL052C	4932.YNL069C
4932.YGL135W	4932.YOR396W
4932.YBR181C	4932.YER102W
4932.YBR182C	4932.YIL120W
4932.YAL029C	4932.YBR109C
4932.YAL023C	4932.YLR332W
4932.YOL072W	4932.YOR257W
4932.YCR027C	4932.YNR032W
4932.YJR031C	4932.YKR090W
4932.YDR247W	4932.YML121W
4932.YDR054C	4932.YKL062W
4932.YML081W	4932.YMR104C
4932.YDR432W	4932.YGR129W
4932.YER111C	4932.YGR275W
4932.YLR305C	4932.YPL031C
4932.YLR167W	4932.YPL064C
4932.YBR221C	4932.YMR108W
4932.YDR167W	4932.YLR167W
4932.YNL245C	4932.YPL213W
4932.YDL106C	4932.YER075C
4932.YGL058W	4932.YMR304W
4932.YGL163C	4932.YOR038C
4932.YGL210W	4932.YIL138C
4932.YBL092W	4932.YKR057W
4932.YBR028C	4932.YGL242C
4932.YNL002C	4932.YPR132W
4932.YGL104C	4932.YLR093C
